Year,Problem,Tags,Text,Counting,General Definition and Properties of Probability,Conditional Probability,Random Variables,Expectation,Conditional Expectation,Important Discrete Distributions,Important Continuous Distributions,Jointly Distributed Random Variables,Convergence,Inequalities,Markov Chains,Important Examples
2019,1,,"\noin 1. There are three boxes: a box containing two gold coins, a box containing two silver coins, and a box containing one gold coin and one silver coin. You choose a random box and, without being able to see inside the box, randomly take out one of the two coins from that box. The chosen coin turns out to be gold.

\medskip

\noin (a) Given the above information, find the probability that the remaining coin in the chosen box is also gold. 

\vspace{2.7in}

\noin (b) For this part, instead of assuming that there is one box of each type, suppose that the contents of a box are \emph{independent} of the contents of the other boxes. Now for each box the probability is $a$ for two gold coins, $b$ for two silver coins, and $c$ for one gold coin and one silver coin, where $a,b,c$ are positive constants with $a+b+c = 1$. As before, you take a random coin from a randomly chosen box, and this coin is gold. Given this information,  find the probability that the remaining coin in the chosen box is also gold. ",1,1,1,0,0,0,0,0,0,0,0,0,0
2019,2,,"\noindent 2. Let $X, Y, Z \sim \N(0,1)$ be i.i.d.~As usual, let $\Phi$ be the $\N(0,1)$ CDF. Write the most appropriate of $\leq$, $ \geq$, $=$, or ?~in each blank (where ``?"" means that no relation holds in general). It is \emph{not} necessary on this problem to justify your answers.

\vspace{0.6in}


\noindent (a) $P(X \leq Y \leq Z)$  \underline{\phantom{blah}} $1/3$ 

\vspace{1.2in}


\noindent (b) $P(3X \leq 4Y) $  \underline{\phantom{blah}}  $1/2$

\vspace{1.2in}

\noindent (c)  $P(3X \leq 4Y + 1)$  \underline{\phantom{blah}} $\Phi(0.25)$

\vspace{1.2in}

\noindent (d)    $\var(|X|)$  \underline{\phantom{blah}} $\var(X)$

\vspace{1.2in}

\noindent (e) $E(X^2 + e^Y + \Phi(Z)) $ \underline{\phantom{blah}} $2.5$

\vspace{1.2in}

\noindent (f)  $ E(\log(X^2+Y^2+Z^2)) $  \underline{\phantom{blah}} $\log(3)$
",0,0,0,0,0,0,0,0,0,0,1,0,0
2019,3,"% Geometric, First Success, conditional expectation, variance","\noin 3. A fair, six-sided die is rolled repeatedly, until it lands 6 for the first time. Let $N$ be the number of rolls (so the $N$th roll is a 6 and none of the previous rolls are 6's). 

\medskip

\noin (a) Find $E(N)$ and $E(N^2)$. 

\vspace{2.3in}

\noin (b) Let $X$ be the number of rolls that land 1. Find $E(X|N)$ and $E(X)$.
",0,0,0,1,1,1,1,0,0,0,0,0,0
2019,4,"% Expectation, indicator r.v.s
","\noin 4. There are $t$ different types of toy. For each toy type, $k$ toys of that type are manufactured. There are $n$ toy collectors, where $kt = nj$ for some positive integer $j$. The toys are randomly placed into $n$ mystery boxes, with $j$ toys per box. All possible allocations are equally likely. Each collector then receives one of the mystery boxes,  completely randomly.  Let $X_i$ be the number of different toy types that collector $i$ gets (e.g., $X_i=1$ means  collector $i$ gets $j$ toys of the same type, and $X_i=j$ means collector $i$ doesn't get any duplicate toys). 

\medskip

\noin (a) Find $E(X_i)$. 

\vspace{3in}

\noin (b) Find the expected number of values of $i$ such that $X_i = j$, i.e., the expected number of toy collectors whose mystery box does not have any duplicate toys.
",1,1,0,1,1,0,0,0,0,0,0,0,0
2019,5,"% Poisson, chicken-egg, variance, MGFs
","\noin 5. There are $N \sim \Pois(\lambda)$ voters in a certain election. Each voter votes for candidate A with probability $p$ and for candidate B with probability $q=1-p$, independent of other voters. Let $A$ and $B$ be the numbers of votes for candidate A and candidate B, respectively, and let $D=A-B$ be the difference. 

\medskip

\noin (a) Find the distribution of $A$.

\vspace{1.8in}

\noin (b) Find $\var(D)$.

\vspace{2in}

\noin (c) Find the MGF of $D$. Hint: The MGF of $N$ is given by $M_N(t) = e^{\lambda(e^t-1)}$.
",0,0,0,1,1,0,1,0,0,0,0,0,1
2019,6,"% CDFs, PDFs, LOTUS, Expo, memoryless property","\noin 6. Let $X,Y,Z$ be i.i.d.~$\Expo(1)$ and $W=X^2$. 

\medskip

\noin (a) Find the CDF and the PDF of $W$. Be sure to specify the CDF and the PDF everywhere.

\vspace{3.1in}

\noin (b) Find unsimplified expressions for $E(W^3)$ as integrals in two different ways, one based on the PDF of $X$ and one based on the PDF of $W$. 

\vspace{2.1in}

\noin (c) Find $E(XYZ  \, |  \, X > 1, Y > 4, Z > 10)$.  
",0,0,0,1,1,1,0,1,0,0,0,0,0
2019,7,"% Uniform, Beta, Beta-Binomial conjugacy, CDF, PDFs
","\noin 7. Trials are being performed, where each trial has probability $p$ of success and probability $q = 1-p$ of failure. The parameter $p$ is unknown. Given $p$, the trials are independent. Suppose that $n$ trials have been performed so far, all of which were failures. The statistical consultant John Cook gave the following advice for what can be said about $p$ in this situation.

\begin{quotation} 
\vspace{-0.05in} 

\noin \emph{The \textbf{rule of three} gives a quick and dirty way to estimate these kinds of probabilities. It says that if you've tested $n$ cases and haven't found what you’re looking for, a reasonable estimate is that the probability is less than $3/n$.}
\end{quotation}

\noin That is, Cook's claim is that, given that all $n$ trials so far have been failures, we can be reasonably confident that $p$ is less than $3/n$. The goal of this problem is to check Cook's claim and make it more precise. To quantify our uncertainty about $p$, we will take a Bayesian approach and treat $p$ as an r.v., with prior distribution $p \sim \Unif(0,1)$. 

\medskip

\noin (a) Find the prior probability (unconditional probability) that $p$ is less than $3/n$. Be sure to consider what happens for all integers $n \geq 1$. 

\vspace{1.8in}

\noin (b) Now assume that $n$ is large. Find a good approximation for the posterior probability (conditional probability given the observations) that $p$ is less than $3/n$. Express your answer as a decimal. Hint: Feel free to use the handy approximations $e^3 \approx 20$ and  $(1 + \frac{x}{n})^n \approx e^x$. 
",1,1,0,1,0,0,0,1,0,0,0,0,0
2019,8,% Markov chains,"\noindent 8.  There are $M$ points arranged in a circle, where one point is labeled as state $1$ and then the remaining points are labeled $2,3,\dots,M$ in clockwise order (with $M \geq 3$).  Consider a  Markov chain on $\{1,2,\dots,M\}$ that randomly moves one step clockwise or one step counter-clockwise at each stage. Specifically, one step of the chain is as follows: from the current state, move one step clockwise or one step counter-clockwise, with probability $p$ for moving clockwise, where $0<p<1$. Let $Q$ be the transition matrix of this chain.

\medskip

\noin (a) Find the sum of the entries in the $i$th row of $Q$, and the sum of the entries in the $j$th column of $Q$.

\vspace{2in}

\noin (b) Find the stationary distribution of the chain.

\vspace{2in}

\noin (c) Is the chain reversible? (If the answer to this depends on $p$, specify the values of $p$ for which the chain is reversible and the values of $p$ for which the chain is non-reversible.)",0,0,0,0,0,0,0,0,0,0,0,1,0
2020,1,"% conditioning, LOTP, conditional independence
","\noindent 1.   Beth will play two chess games tomorrow at a tournament. Let $D$ be the event that she gets drunk tonight, with $P(D) = 1/2$. For each of her two games tomorrow, her probability of winning is $p_1$ if $D$ occurs and $p_2$ if $D$ does not occur, with $0 < p_1 < p_2 < 1$. 

\medskip

\noin Suppose that her results are conditionally independent given her sobriety status. Let $W_1$ be the event that she wins the first game tomorrow and $W_2$ be the event that she wins the second game tomorrow. For simplicity, assume that all games must end in a win or a loss, so there are no draws (ties).

\medskip

\noin (a) Find  $P(W_1)$ and $P(W_1 \cap W_2)$. 

\vspace{3.1in}

%\noin (b) Given an intuitive explanation in words for why $P(W_1)P(W_2) < P(W_1 \cap W_2)$.

\noin (b) Tomorrow night, after her games, if Beth won both games she will \emph{not} get drunk; if she lost both games she \emph{will} get drunk; and if she won one game and lost the other, she will flip a fair coin, and get drunk if and only if the coin lands Heads. Find the probability that Beth will get drunk tomorrow night, given that she gets drunk tonight.
",1,1,1,0,0,0,0,0,0,0,0,0,0
2020,2,"% symmetry of i.i.d. r.v.s, symmetry of a distribution, covariance, Jensen, Markov
","\noin 2. Let $X, Y, Z, W$ be i.i.d.~(independent, identically distributed) continuous r.v.s. Write the most appropriate of $\leq$, $ \geq$, $=$, or ?~in each blank (where ``?"" means that no relation holds in general). It is \emph{not} necessary on this problem to justify your answers.

\vspace{0.6in}

\noindent (a) $P(X^2 + Y^2 + Z^2 > 110)$  \underline{\phantom{hello}}  $P(X>5)P(Y>6)P(Z > 7)$

\vspace{1.2in}

\noindent (b)  $P(X^2 + Y^2 + Z^2 > 111)$   \underline{\phantom{hello}} $ \frac{1}{37} E(X^2)$

\vspace{1.2in}

% \noindent (c) $P((X-Y)(X+Y) < 0) $  \underline{\phantom{blah}}  $1/2$

\noindent (c) $P(X^2 + Y^4 < Z^2 + W^4)$  \underline{\phantom{hello}} $ \frac{1}{2}$ 

\vspace{1.2in}

\noindent (d)    $E(X^2 Y^4 Z^6)$  \underline{\phantom{hello}} $ (EX)^{12}  $

\vspace{1.2in}

\noindent (e) $E \left( (X-Y)^{3} \right) $ \underline{\phantom{hello}} $0$

\vspace{1.2in}

\noindent (f)  $ \var(X^2 + Y^4 + Z^6) $  \underline{\phantom{hello}} $\var(X^2 + X^4 + X^6)$",0,0,0,0,0,0,0,0,0,0,1,0,0
2020,3,"% conditioning, Bayes' rule, Expo, CDFs
","\noin 3. Two weather forecasters, Cynthia and Giovanni, are predicting whether it will rain tomorrow in a certain location. For simplicity, suppose that a forecast is either ``it will rain"" or ``it will not rain"", rather than being probabilistic such as ``there is a 30\% chance of rain"". (There has been a lot of debate about how to interpret and evaluate probabilistic forecasts.)  Let $p$ be the prior probability that it will rain tomorrow. 

\medskip

\noin Find the probability that it will rain tomorrow, given that Cynthia forecasts that it \emph{will} rain and Giovanni forecasts that it will \emph{not} rain, in each of the following two scenarios. 

\medskip

\noin (a) Assume for this part only that (i) Cynthia's and Giovanni's forecasts are conditionally independent given that it rains tomorrow, and also conditionally independent given that it does not rain tomorrow, and (ii) the probability that Cynthia predicts rain given that it will rain is $a_1$,  the probability that Cynthia predicts no rain given that it will not rain is $b_1$, and the corresponding probabilities for Giovanni are $a_2$ and $b_2$. 

\vspace{2in}

\noin (b) Now assume instead that their forecasts are both derived from the same underlying satellite measurement of clouds. This measurement is a continuous r.v.~$T$. If it rains then $T \sim \Expo(\lambda_1)$, and if there is no rain then  $T \sim \Expo(\lambda_0)$. Let $c_1,c_2$ be positive constants with $c_1<c_2$. If $T>c_1$, then Cynthia forecasts that it will rain; otherwise, she forecasts no rain.  If $T>c_2$, then Giovanni forecasts that it will rain; otherwise, he forecasts no rain. 
",0,1,1,1,0,0,0,1,0,0,0,0,0
2020,4,"% Expectation, linearity, indicator r.v.s, Poisson approximation
","\noin 4.  A group of $n$ people are comparing their birthdays. Assume that their birthdays are independent of each other. For simplicity, assume that a year has $360$ days (rather than $365$ or $366$). For (a), assume that these $360$ days are all equally likely as birthdays. 

\medskip

\noin (a) Let $X$ be the number of sets of three different people such that the three people in the set share the same birthday as each other. Find $E(X)$.  

% (a) Let $I_{ijk}$ be the indicator of all three of persons $i,j,k$ having the same birthday, for $1 \leq i < j < k \leq n$.
%
% \medskip
%
% \noin Find $\cov(I_{123}, I_{234})$ and $\cov(I_{123}, I_{345})$.

\vspace{2in}

\noin (b)  Now assume instead that the 360 days are \emph{not} all equally likely as birthdays. A year consists of four seasons (winter, spring, summer, fall), with exactly 90 days per season. The probabilities of being born in winter, spring, summer,  fall are $\frac{3}{8}, \frac{1}{8},\frac{3}{8},\frac{1}{8}$, respectively. Within a season, the 90 days are equally likely as birthdays. Let
 $$ n = 23 \textrm{ and } c =  \frac{1}{8^2 \cdot 90}.$$
 
 \noin Find a simple but accurate approximation for the probability that there is at least one \emph{pair} of people who share the same birthday. Your answer can be left in terms of $c$ and $e$. 
  
\smallskip

\noin Hint: First find the probability that persons 1 and 2 were both born on January 10 (assuming that January 10 is one of the winter days).",1,1,0,1,1,0,0,0,0,0,0,0,0
2020,5,"% Poisson, LOTUS, chicken-egg","\noin 5. For a survey, $N$ participants are recruited, with $N - 1 \sim \Pois(\lambda)$. (Note that $N$ itself is not Poisson: subtracting $1$ from $N$ yields a Poisson. This ensures that $N$ will not be $0$, which is good since a survey with no participants is not much of a survey.)

\medskip

 \noin Each participant is asked a yes/no question. Suppose that each participant answers ``yes"" with probability $p$ and ``no"" with probability $q=1-p$, independent of other participants. Let $X$ be the number of participants who answer ``yes"" and $Y$ be the number who answer ``no"". So $X+Y =  N$. 

\medskip

\noin (a) Find $E(N)$ and $\var(N)$.

\vspace{1.44in}

\noin (b) Find $E\left( \frac{1}{N} \right)$. 

\vspace{2.3in}

\noin (c) Find $P(X=i,\,Y=j)$, where $i$ and $j$ are positive integers.
",1,1,1,1,1,0,1,0,0,0,0,0,1
2020,6,"% Normal, LOTUS, CDFs, MGFs
","\noin 6.  Let $X,Y,Z \sim \N(0,1)$ be i.i.d. As usual, let $\Phi$ be the $\N(0,1)$ CDF and $\varphi$ be the $\N(0,1)$ PDF. Your answers to this problem can be left in terms of $\Phi$ and $\varphi$.  

\medskip

\noin (a) Find the CDF of $(3X+4Y)^6$. 

\vspace{3in} 

\noin (b) Find an expression for the MGF of $Xe^{-X^2}$, as an unsimplified integral. 

\vspace{1.5in} 

\noin (c) Find $P(5X + 6Y < 7Z + 10)$.",0,0,0,1,0,0,0,1,0,0,0,0,0
2020,7,"%  Adam, Eve, Poisson process, Expo, memoryless property
","\noin 7. Customers arrive at a store according to a Poisson process of rate $\lambda$ customers per hour. Let $T_n$ be the time at which the $n$th customer arrives (on a timeline with some starting time designated as time $0$). Recall that $T_n = X_1 + \dots + X_n$, where the $X_j$ are i.i.d.~$\Expo(\lambda)$.

\medskip

\noin (a)  Find $E(T_1 | T_1 > c)$ and $\var(T_1 | T_1 > c)$, where $c$ is a positive constant.

\vspace{2.7in}

\noin (b) A customer is a \emph{paying} customer if they make a purchase. Suppose that each customer is a paying customer with probability $p$, independent of other customers. Let $N$ be the number of customers needed to obtain a paying customer (including this paying customer). For example, the event $N = 7$ means that the first 6 customers did not make purchases but the 7th customer did make a purchase. Then $T_N = X_1 + \dots + X_N$ is the time at which the first paying customer arrives. Find $E(T_N)$ and $\var(T_N)$. 
",0,0,0,1,1,1,1,1,0,0,0,0,0
2020,8,"% Markov chains, reversibility, random walk on an undirected network
","\noin 8. Consider the following Markov chain with state space $\{0,1,\dots,7\}$. From state $i$, the chain moves to a state $j$ connected to state $i$ by an edge in the diagram below, with the probability of moving to state $j$ proportional to the label on the edge. Assume that $a$ and $b$ are positive constants.

\medskip

\noin For example, from state 3, the chain can move to state $0$, $2$, or $4$, with transition probabilities $b/(2a+b), a/(2a+b), a/(2a+b)$, respectively. 

\medskip

\noin Find the stationary distribution of this chain. Check your answer in the simpler case $a=b$.
\vspace{-0.1in}
\begin{figure}[htbp] 
   \centering
   \includegraphics[width=4in]{figures/Markov_chain_110_final_2020.pdf} 
\end{figure}
",0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,,"\noin 1. A student is working on a 3-part problem. Let $A,B,C$ be the events that the student gets parts (a), (b), (c) of the problem right, respectively. It is possible for the student to get a part right even after getting the previous part wrong, but getting a part right may make it easier for the student to get the next part right.

\medskip

\noin Let $P(A) = a$, $P(B|A) = P(C|B) = r$, and $P(B|A^c) = P(C|B^c) = w$. Suppose that $A$ and $C$ are conditionally independent given $B$, and that $A$ and $C$ are also conditionally independent given $B^c$.  Assume that $ w < r$.

\medskip

\noin (a) Find $P(C|A)$. 

\vspace{2.2in}

\noin (b) Find $P(C)$. 

\vspace{2.2in}

\noin (c) Are $A$ and $C$ independent? Give an intuitive explanation in words.",1,1,1,0,0,0,0,0,0,0,0,0,0
2021,2,,"\noindent 2. Let $X,Y,Z$ be i.i.d.~(independent, identically distributed)~\emph{positive} r.v.s. Write the most appropriate of $\leq$, $\geq$, $=$, or ? in the blank for each part (where ``?"" means that no relation holds in general). It is \emph{not} necessary on this problem to justify your answers.

\medskip
\medskip
\medskip


\noindent (a) $P(X+Y>Z)$ \underline{\phantom{blah}} $P(X>Z)$

\vspace{0.8in}

\noindent (b) $P(|X-Y| > 15)$  \underline{\phantom{blah}} $\frac{1}{110} \var(Z)$

\vspace{0.8in}

\noindent (c) $  P(X^3 > Y^2)  $  \underline{\phantom{blah}}  $P(X^3 > X^2)$

\vspace{0.8in}


\noindent (d) $E\left((X+Y+Z)^{110} \right)$
\underline{\phantom{blah}} $  (3E(X))^{110}$

\vspace{0.8in}

\noindent (e)  $E(X | 3X+5)$  \underline{\phantom{blah}} $E(X|5X+7)$

\vspace{0.8in}

\noindent (f)  $\var(X+Y+Z)$  \underline{\phantom{blah}} $\var(X|X) +  \var(X|Y) +\var(Y|Y) +  \var(Y|Z) +  \var(Z|Z) + \var(Z|X)$",0,0,0,0,0,0,0,0,0,0,1,0,0
2021,3,,"\noin 3. A coin with probability $p$ of Heads is flipped $5$ times. The flips are independent. Let $X$ be the number of occurrences of the pattern $HHH$ (3 Heads in a row, e.g., $THHHT$ has $1$ occurrence and $HHHHH$ has $3$ occurrences).

\medskip

\noin (a) Find $E(X)$. 

\vspace{3in}

\noin (b) Find $\textrm{Var}(X)$. Check that your answer makes sense in the extreme cases $p=0$ and $p=1$.",1,1,0,1,1,0,0,0,0,0,0,0,0
2021,4,,"\noindent 4. Emails arrive in an inbox according to a Poisson process of rate $\lambda$ emails per minute. Let $T_n$ be the time of arrival of the $n$th email (in minutes after some designated time $0$).

\medskip

\noin (a) Find  $E(T_2  \, | \, T_1 > 5)$.

\vspace{2.5in}

\noin (b)  Find $P(T_1 <  3 \, | \, T_1 < 9)$.

\vspace{2.5in}


\noin (c) Find $P(T_3 > 7)$, preferably without using calculus.
",0,0,0,1,1,1,1,1,0,0,0,0,0
2021,5,,"\noindent 5.  Each customer at a certain shop purchases a $\Bin(n,p)$ number of items, independent of other customers.  Let $q  = 1-p$. The shop may or may not be open tomorrow. Let $s$ be the probability that the shop is open tomorrow. If the shop is open, it will have a $\Pois(\lambda)$ number of customers tomorrow. If it is closed, it will (of course) have no customers. 

\medskip

\noin Let $X$ be the number of customers tomorrow who purchase at least one item and $Y$ be the number of customers  tomorrow who purchase no items. 

\medskip

\noin (a) Find $E(X)$.

\vspace{2.7in}

\noin (b) Find $P(X=x,\, Y=y)$, where $x$ and $y$ are positive integers.
",0,0,0,1,1,1,1,0,0,0,0,0,0
2021,6,,"\noin 6. The following method is often recommended as a way to check that a list of numbers (e.g., on a receipt) has been added at least approximately correctly: round each number on the list in some way, add the rounded numbers, and compare with what was originally stated to be the total. In this problem we will consider this method, with the values on the list generated as i.i.d.~$\Unif(0,100)$ r.v.s. 

\medskip

\noin Let $U_1,U_2,\dots,U_n$ be i.i.d.~$\Unif(0,100)$ r.v.s. Let $R_j$ be obtained from $U_j$  by rounding to the nearest multiple of ten. For example, if $U_j = 42.42$ then $R_j = 40$, while if $U_j = 67.123$ then $R_j = 70$. If  $U_j$ is an integer ending in $5$ then round up, e.g., if $U_j = 95$ then $R_j = 100$. Let 
$$ X = \sum_{j=1}^n U_j, \, \textrm{ and } Y = \sum_{j=1}^n R_j. $$

\medskip

\noin (a) Find the distribution of $U_1 - R_1$.

\vspace{2.1in}

\noin (b) Find $E(X-Y)$ and $\var(X-Y)$. 

\vspace{2.1in}

\noin (c) Find the approximate distribution of $X-Y$, for $n$ large. 
",0,0,0,1,1,0,0,1,0,1,0,0,0
2021,7,,"\noin 7.  Let $X,Y,Z \sim \N(0,1)$ be i.i.d. As usual, let $\Phi$ be the $\N(0,1)$ CDF. Your answers to (a) and (b) can be left in terms of $\Phi$. 

\medskip

\noin (a) Find the CDF of $|3X+4Y+12Z|$.

\vspace{2.5in}

\noin (b) Find an expression for $E(\max(\Phi(X),\Phi(X^2)))$, as an unsimplified integral. 

\vspace{2in}


\noin (c) Find $E(\max(\Phi(X),\Phi(Y),\Phi(Z)))$, as a fully simplified number.
",0,0,0,1,1,0,0,1,0,0,0,0,0
2021,8,,"\noindent 8. A house has $n$ light switches, labeled from $1$ to $n$. At time $t=0$, all the light switches are off. At each time point $t=1,2,3,\dots$, one of the light switches is chosen uniformly at random and toggled (from off to on, or on to off). 

\medskip

\noin (a) The state of the system at any time can be expressed as $(a_1,a_2,\dots,a_n)$, where $a_j=1$ if switch $j$ is on, and $a_j=0$ if switch $j$ is off. Let the set of all states be labeled from $1$ to $2^n$ in some fixed way, e.g., if $n=2$ we could label $(0,0),(0,1),(1,0),(1,1)$ as $1,2,3,4$, respectively. 

\medskip

\noin Let $X_t$ be the label for the state of the system at time $t$.  In the first row of the transition matrix for the Markov chain $X_0,X_1,\dots$, how many $0$'s are there? 

\vspace{1.10in}


\noin (b) Determine the stationary distribution of the Markov chain $X_0,X_1,\dots$ from (a).

\vspace{2in}

\noin (c) Let $Y_t$ be the number of switches that are on at time $t$. Determine the stationary distribution of the Markov chain $Y_0,Y_1,\dots$.

\smallskip

\noin Hint: The stationary distribution of $Y_0,Y_1,\dots$ is a famous named distribution. One approach is to use a story to give an intuitive answer for what the distribution should be, and then check a certain condition to verify your intuitive answer mathematically.",0,0,0,0,0,0,0,0,0,0,0,1,0
2022,1,,"\noin 1. There are $n$ people who work at a certain company. It is suspected that there is a spy at the company, who is stealing secrets for a rival company. Assume that there is at most one spy at the company, and the unconditional probability that there is a spy is $1/2$. Trying to find the spy (if there is one), $k$ out of the $n$ people are chosen randomly and given background checks. Assume that $1 \leq k \leq n$, the $k$ people are chosen \emph{without replacement},  and all sets of $k$ people are equally likely to be chosen.

\medskip

\noin Anyone who is given the background check is either deemed to have passed or to have failed. A non-spy who is given the background check will pass with probability 1. A spy who is given the background check will pass with probability $p$ and fail with probability $q = 1 - p$. 

\medskip

\noin It is observed that all of the $k$ people pass the background checks. Given this information, find the probability that there is a spy at the company. Also, check what your answer reduces to in the extreme case where $p = 1$ and in the extreme case where $p = 0$ and $k = n$, and briefly discuss whether your answer makes sense in these cases.",1,1,1,0,0,0,0,0,0,0,0,0,0
2022,2,,"\noindent 2. Let $X$ and $Y$ be r.v.s with the same distribution. They are \emph{not necessarily independent}. The support of $X$ is $\{0,1,2,\dots\}$, $E(X) = 1/2$, and $\var(X) = 3/4$. Write the most appropriate of $\leq$, $ \geq$, $=$, or ?~in each blank (where ``?"" means that no relation holds in general). It is \emph{not} necessary on this problem to justify your answers.

\vspace{0.33in}


\noindent (a) $P(X = 0) $  \underline{\phantom{blah}}  $1/2$

\vspace{1.2in}


\noindent (b) $P( X = 1)$  \underline{\phantom{blah}} $P(Y! \, = \,1)$

\vspace{1.2in}

\noindent (c)  $P( X = 2)$  \underline{\phantom{blah}} $P(Y! \, = \, 2)$

\vspace{1.2in}

\noindent (d) $E( \sqrt{1 + X + Y})$  \underline{\phantom{blah}} $\sqrt{2}$

\vspace{1.2in}

\noindent (e) $E(XY)$  \underline{\phantom{blah}} $1$

\vspace{1.2in}

\noindent (f)  $\var(X+Y)$  \underline{\phantom{blah}} $2$
",0,0,0,0,0,0,0,0,0,0,1,0,0
2022,3,,"\noin 3.  Sheila is applying for jobs. She will have a $\Pois(\lambda)$ number of interviews. For each of her interviews, she will get an offer with probability $p$, and will not get an offer with probability $q = 1 - p$, independent of her other interviews (where $0<p<1$).

\medskip

\noin (a) Find the probability that Sheila will have at least one interview that results in an offer and at least one interview that does not result in an offer. 


\vspace{3in}

\noin (b) Let $A$ be the event that Sheila's last interview, and \emph{only} that interview, will yield an offer. (If Sheila does not get any interviews, then $A$ does not occur.) Find $P(A)$. 

\smallskip

\noin Hint: First consider $P(A | N = n)$, where $N$ is the number of interviews that Sheila has.
",1,1,1,1,0,0,1,0,0,0,0,0,1
2022,4,,"\noin 4. There are $2n$ incoming first year students at a certain college. They will all live in a dorm with $n$ rooms, with $2$ students assigned to each room. The roommate assignments are generated completely randomly (with all possibilities equally likely). 

\medskip

\noin (a) Suppose that $2s$ of the students tend to sleep early, and $2n - 2s$ of the students tend to stay up late.  Find the probability that the roommate assignments will be such that there is no roommate pair in which one student tends to sleep early and the other student tends to stay up late. Express your final, fully simplified answer in terms of binomial coefficients (\emph{not} factorials, sums of many terms, or products of many terms).

\vspace{3.5in}


\noin (b) Just before the start of the students' sophomore year, the roommate assignments are re-randomized: the students are again split  randomly into roommate pairs, independent of their previous roommate assignments. Find the expected number of roommate pairs for their sophomore year that are the same as for their first year, i.e., how many sophomore year roommate pairs there are such that the pair were also roommates in their first year. Your final, fully simplified answer should \emph{not} have binomial coefficients, factorials, sums of many terms, or products of many terms. 
",1,1,0,1,1,0,0,0,0,0,0,0,0
2022,5,,"\noin 5. Bert is an avid bird-watcher. Tomorrow he will go bird-watching at a beautiful park. He will spend $T \sim \Expo(\lambda)$ minutes at the park. 

\medskip

\noin (a) There are $s$ different species of birds that can be found at this park. Let $X_j$ be the number of birds of species $j$ that Bert will see, for $j \in \{1,2,\dots,s\}$. Suppose for this part only that Bert will see exactly $n$ birds at the park tomorrow, that the species of these $n$ birds are independent, and that each bird is of species $j$ with probability $p_j$ for $j \in \{1,2,\dots,s\}$, where $p_j > 0$ and $p_1+\dots+p_s = 1$. Find $\cov(X_1,X_2)$. 

\vspace{2.8in}

\noin (b) Let $N$ be the number of birds that he sees. Given that $T=t$, the conditional distribution of $N$ has mean $at$ and variance $bt$, with $a$ and $b$ positive constants. Find $E(N)$ and $\var(N)$. 

\vspace{2.6in}

\noin (c) Find the expected amount of time that Bert will spend at the park, given that he spends at least $110$ minutes there. 
",0,0,0,1,1,1,1,1,1,0,0,0,0
2022,6,,"\noin 6. Let $X,Y,Z$ be i.i.d.~$\N(0,1)$, $T = |5X + 6Y - 7Z|$, and $V = \Phi(X)$, where (as usual) $\Phi$ is the  $\N(0,1)$ CDF.  Your answers for (a) and (b) can be in terms of $\Phi$.

\medskip

\noin (a) Find the CDF of $T$.  

\vspace{3in}

\noin (b) Find an unsimplified expression for $E\left( V^2  e^X\right)$ as a single integral. 
 
 \vspace{1.85in}
 
 \noin (c) Find $E \left(V^2 e^Z \right)$. 
",0,0,0,1,1,0,0,1,0,0,0,0,0
2022,7,,"\noin 7. A social network, FriendFriends, has $m$ users, with ID numbers from $1$ through $m$. For each pair of users, either they are \emph{friends} (on the social network) or they are not. Friendships are reciprocated, i.e., if user $i$ is friends with user $j$, then user $j$ is friends with user $i$. Users are not friends with themselves, i.e., user $i$ is not friends with user $i$. For simplicity, assume that friendship statuses are not changing over time. Let $c_j$ be the number of friends of user $j$. Assume that $c_1,\dots,c_m$ are not all equal, and that $c_j > 0$ for all $j$. 

\medskip

\noin A commentator argues, ``FriendFriends is harmful for emotional well-being. Aside from being an addictive time sink, it encourages unhealthy comparisons about numbers of friends. On average, your friends have more friends than you!""

\medskip

\noin This problem explores the claim in the commentator's last sentence. The main goal is to show that, in the sense defined below, the average number of friends of a random \emph{user} is less than the average number of friends of a random \emph{friend}.  

\medskip

\noin  Define the average number of friends of a random \emph{user} to be $\frac{1}{m} \sum_{j=1}^m c_j$.  

 \medskip

\noin (a)   Define the average number of friends of a random \emph{friend} to be the following expected value. For each user, the ID numbers of that user's friends are written down on slips of paper, with one friend per slip of paper. So there are $\sum_{j=1}^m c_j$ slips of paper in total. One of these slips of paper is chosen completely randomly. Find the expected number of friends of the user whose ID number is on the chosen slip of paper. (Your answer should involve sums written in terms of $c_1,\dots,c_m$.)

\vspace{2.2in}

\noin (b) Show that, as defined above,  the average number of friends of a random \emph{user} is less than the average number of friends of a random \emph{friend}. For full credit a mathematical argument is needed, but substantial partial credit is available for a convincing intuitive explanation.

\smallskip

\noin Hint: Consider $\var(X)$, where $X$ is the number of friends of a randomly chosen user.
",1,1,0,1,1,1,0,0,0,0,0,0,0
